ID,Institución,Trámite,URL,URL Catálogo
2915,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",143. Registro de Plaguicidas Botánicos de Uso Agrícola con Fines Exclusivos de Exportación,https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1,https://tramites.gob.gt/servicio/2915/
2917,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",32. Reconocimiento de registro sanitario de medicamentos veterinarios y productos afines,https://apps.maga.gob.gt/simplificacion/Formularios?categoriaId=8&unidadId=2&tipoId=1,https://tramites.gob.gt/servicio/2917/
2918,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",121. Registro de Plaguicidas Inorgánicos,https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1,https://tramites.gob.gt/servicio/2918/
2920,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",218. Certificado de Captura de la Comunidad Europea,https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1,https://tramites.gob.gt/servicio/2920/
2921,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",5. Registro sanitario de funcionamiento registrante de productos utilizados en alimentación animal.,https://apps.maga.gob.gt/simplificacion/Formularios?categoriaId=8&unidadId=2&tipoId=1,https://tramites.gob.gt/servicio/2921/
2922,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-","136. Renovación de Registro de Fertilizantes, Enmiendas y Sustancias Afines a Fertilizantes o a Enmiendas con Fines de Exportación",https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1,https://tramites.gob.gt/servicio/2922/
2924,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",153. Renovación de Registro de Plaguicidas Inorgánicos,https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1,https://tramites.gob.gt/servicio/2924/
2925,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",144. Renovación de Registro de Plaguicidas Botánicos de Uso Agrícola,https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1,https://tramites.gob.gt/servicio/2925/
2926,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",156. Endoso (Autorización de Uso) del Registro de Plaguicida Inorgánico,https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1,https://tramites.gob.gt/servicio/2926/
2927,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",204. Registro de adiestradores de animales,http://apps.maga.gob.gt/simplificacion/Formularios/Download/281,https://tramites.gob.gt/servicio/2927/
2928,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",223. Certificado Estadístico Patudo,https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1,https://tramites.gob.gt/servicio/2928/
2929,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",161. Registro Experimental de Productos Agroquímicos,https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1,https://tramites.gob.gt/servicio/2929/
2930,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",33. Reconocimiento de registro sanitario de biológicos veterinarios,https://apps.maga.gob.gt/simplificacion/Formularios?categoriaId=8&unidadId=2&tipoId=1,https://tramites.gob.gt/servicio/2930/
2931,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",108. Registro de ingredientes activos grado técnico,https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1,https://tramites.gob.gt/servicio/2931/
2932,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",164. Registro de Plaguicida Inorgánico de Tipo Experimental,https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1,https://tramites.gob.gt/servicio/2932/
2933,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",160. Rectificaciones Registrales de Productos Agroquímicos,https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1,https://tramites.gob.gt/servicio/2933/
2934,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",229. Permiso o prórroga de Pesca Comercial Artesanal,https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1,https://tramites.gob.gt/servicio/2934/
2935,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",167. Renovación de registro de ingrediente activo grado técnico,https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1,https://tramites.gob.gt/servicio/2935/
2936,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",173. Registro de Plaguicidas Bioquímicos,https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1,https://tramites.gob.gt/servicio/2936/
2937,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",154. Modificación al Registro de Plaguicidas Inorgánicos,https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1,https://tramites.gob.gt/servicio/2937/
2938,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",228. Permiso o prórroga de Pesca Comercial de Pequeña Escala,https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1,https://tramites.gob.gt/servicio/2938/
2939,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",34. Modificación del registro sanitario de medicamentos veterinarios y productos afines,https://apps.maga.gob.gt/simplificacion/Formularios?categoriaId=8&unidadId=2&tipoId=1,https://tramites.gob.gt/servicio/2939/
2940,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",157. Cesión de Registro de Producto Agroquímico,https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1,https://tramites.gob.gt/servicio/2940/
2941,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",4. Registro sanitario de funcionamiento de farmacias de medicamentos veterinarios y productos afines o expendios de productos utilizados en alimentación animal.,https://apps.maga.gob.gt/simplificacion/Formularios?categoriaId=8&unidadId=2&tipoId=1,https://tramites.gob.gt/servicio/2941/
2943,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",155. Cesión de Registro de Plaguicidas Inorgánicos,https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1,https://tramites.gob.gt/servicio/2943/
2944,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",118. Registro de plaguicidas microbiológicos de uso agrícola,https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1,https://tramites.gob.gt/servicio/2944/
2945,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",3. Permiso zoosanitario,https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1,https://tramites.gob.gt/servicio/2945/
2946,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",174. Renovación de Registro de Plaguicidas Bioquímicos,https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1,https://tramites.gob.gt/servicio/2946/
2947,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",200. Registro de Asociaciones protectoras de animales,http://apps.maga.gob.gt/simplificacion/Formularios/Download/281,https://tramites.gob.gt/servicio/2947/
2948,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",225. Licencia o prórroga de Pesca Comercial de Mediana Escala,https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1,https://tramites.gob.gt/servicio/2948/
2949,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",219. Certificado de Pesca Responsable  (No aleteo),https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1,https://tramites.gob.gt/servicio/2949/
2952,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-","195. Licencia sanitaria de funcionamiento para establecimientos que producen, transforman y distribuyen alimentos cárnicos",https://visar.maga.gob.gt/?page_id=13000,https://tramites.gob.gt/servicio/2952/
2953,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",120. Registro de Sustancias Afines a Plaguicidas de uso agrícola,https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1,https://tramites.gob.gt/servicio/2953/
2954,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",11. Modificación al registro sanitario de funcionamiento de empresa relacionada con los insumos para uso en animales.,https://apps.maga.gob.gt/simplificacion/Formularios?categoriaId=25&unidadId=22&tipoId=21,https://tramites.gob.gt/servicio/2954/
2955,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",38. Licencia de registro y funcionamiento de establecimiento avícola de aves de combate tipo A y B,https://apps.maga.gob.gt/simplificacion/Formularios?categoriaId=25&unidadId=22&tipoId=21,https://tramites.gob.gt/servicio/2955/
2956,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",146. Registro de Plaguicidas Microbiológicos con fines Exclusivos de Exportación,https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1,https://tramites.gob.gt/servicio/2956/
2957,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-","86. Traspaso de ganado ovino, caprino y bufalino",https://visar.maga.gob.gt/,https://tramites.gob.gt/servicio/2957/
2958,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",211. Registro de clubes deportivos federados y no federados que utilizan animales,http://apps.maga.gob.gt/simplificacion/Formularios/Download/62,https://tramites.gob.gt/servicio/2958/
2959,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",74. Autorización para la importación de productos de origen  vegetal orgánicos no procesados,https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1,https://tramites.gob.gt/servicio/2959/
2960,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-","39. Licencia de registro y funcionamiento de establecimiento avícola de aves de combate tipo C, D  y E",https://apps.maga.gob.gt/simplificacion/Formularios?categoriaId=25&unidadId=22&tipoId=21,https://tramites.gob.gt/servicio/2960/
2961,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",1. Constancia zoosanitaria,https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1,https://tramites.gob.gt/servicio/2961/
2962,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",192. Licencia sanitaria de funcionamiento para salas de ordeño y centros de acopio de leche cruda,https://visar.maga.gob.gt/?page_id=1340,https://tramites.gob.gt/servicio/2962/
2963,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-","91. Licencia de comercialización de semillas, partes de plantas y plantas frutales certificadas",https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1,https://tramites.gob.gt/servicio/2963/
2964,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-","41. Licencia de registro y funcionamiento de  unidad de producción avícola Tipo C,  D y E",https://apps.maga.gob.gt/simplificacion/Formularios?categoriaId=25&unidadId=22&tipoId=21,https://tramites.gob.gt/servicio/2964/
2965,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",191. Licencia sanitaria de funcionamiento para establecimientos que producen y distribuyen huevos de mesa,https://visar.maga.gob.gt/?page_id=1340,https://tramites.gob.gt/servicio/2965/
2966,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-","12. Registro de regente de empresa de productos utilizados en alimentación animal, medicamentos veterinarios y productos afines",https://apps.maga.gob.gt/simplificacion/Formularios?categoriaId=25&unidadId=22&tipoId=21,https://tramites.gob.gt/servicio/2966/
2968,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",206. Certificación de Registro de la Unidad de Bienestar Animal,https://apps.maga.gob.gt/simplificacion/Formularios?categoriaId=30&unidadId=21&tipoId=21,https://tramites.gob.gt/servicio/2968/
2969,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",45. Licencia de registro y funcionamiento de  unidad de producción avícola para incubadora,https://apps.maga.gob.gt/simplificacion/Formularios?categoriaId=25&unidadId=22&tipoId=21,https://tramites.gob.gt/servicio/2969/
2970,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",147. Renovación de Registro de Plaguicidas Microbiológicos de uso Agrícola,https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1,https://tramites.gob.gt/servicio/2970/
2971,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-","187. Licencia sanitaria de funcionamiento para unidades de producción, centros de acopio, transformadoras, envasadoras y almacenadoras de miel de abejas",https://visar.maga.gob.gt/?page_id=1340,https://tramites.gob.gt/servicio/2971/
2972,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",60. Registro de regente del Departamento de Protección y Sanidad Animal,https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1,https://tramites.gob.gt/servicio/2972/
2973,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-","92. Licencia de Productor Semilla, Partes de Plantas y Plantas Frutales",https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1,https://tramites.gob.gt/servicio/2973/
2974,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",44. Licencia de registro de Planta de Proceso,https://apps.maga.gob.gt/simplificacion/Formularios?categoriaId=25&unidadId=22&tipoId=21,https://tramites.gob.gt/servicio/2974/
2976,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-","190. Licencia sanitaria de funcionamiento para establecimientos que producen, transforman y distribuyen alimentos hidrobiológicos",https://visar.maga.gob.gt/?page_id=1340,https://tramites.gob.gt/servicio/2976/
2977,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",148. Modificación al Registro de Plaguicidas Microbiológicos de Uso Agrícola,https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1,https://tramites.gob.gt/servicio/2977/
2978,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",203. Registro de criaderos de animales,http://apps.maga.gob.gt/simplificacion/Formularios/Download/55,https://tramites.gob.gt/servicio/2978/
2979,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",35. Modificación del registro sanitario productos utilizados en la alimentación animal,https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1,https://tramites.gob.gt/servicio/2979/
2980,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",88. Certificación de Carta Genealógica de Ganado Bovino y Equino,https://visar.maga.gob.gt/,https://tramites.gob.gt/servicio/2980/
2981,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-","42. Autorización de biológicos contra influenza aviar, primera aplicación",https://apps.maga.gob.gt/simplificacion/Formularios?categoriaId=25&unidadId=22&tipoId=21,https://tramites.gob.gt/servicio/2981/
2982,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-","193. Licencia sanitaria de funcionamiento para registro de empresa importadora, exportadora y comercializadora nacional de alimentos no procesados de origen vegtal",https://visar.maga.gob.gt/?page_id=1340,https://tramites.gob.gt/servicio/2982/
2983,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",119. Registro de Plaguicidas Botánicos,https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1,https://tramites.gob.gt/servicio/2983/
2984,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",93. Inscripción de Campos o Unidades de Producción de Partes de Plantas y Plantas Frutales Certificados,https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1,https://tramites.gob.gt/servicio/2984/
2985,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-","188. Permiso de Inocuidad  de importación para alimentos naturales no procesados de origen animal, vegetal e hidrobiológico",https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1,https://tramites.gob.gt/servicio/2985/
2986,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",61. Reconocimiento o renovación de pruebas de análisis y diagnóstico de laboratorio,https://apps.maga.gob.gt/simplificacion/Formularios?categoriaId=25&unidadId=22&tipoId=21,https://tramites.gob.gt/servicio/2986/
2988,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",21. Cesión de registro sanitario para productos biológicos para uso veterinario,https://apps.maga.gob.gt/simplificacion/Formularios?categoriaId=25&unidadId=22&tipoId=21,https://tramites.gob.gt/servicio/2988/
2989,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",78. Inscripción o actualización de firmas registradas de criador y propietario de ganado ovino,https://apps.maga.gob.gt/simplificacion/Formularios?categoriaId=21&unidadId=22&tipoId=21,https://tramites.gob.gt/servicio/2989/
2990,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",201. Denuncia por infracción a la Ley de Protección y Bienestar Animal,http://apps.maga.gob.gt/simplificacion/Formularios/Download/72,https://tramites.gob.gt/servicio/2990/
2991,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-","185. Certificado de Inocuidada de exportación para alimentos naturales no procesados de origen animal, vegetal e hidrobiológicos",https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1,https://tramites.gob.gt/servicio/2991/
2992,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",149. Renovación de Registro de Sustancias Afines a Plaguicidas,https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1,https://tramites.gob.gt/servicio/2992/
2993,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",89. Aval Oficial para Certificados Genealógicos de Ganado Bovino y Equino Emitidos por Registros Genealógicos de Asociaciones Privadas,https://visar.maga.gob.gt/,https://tramites.gob.gt/servicio/2993/
2994,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",22. Certificado de libre venta de insumos para uso en animales.,https://apps.maga.gob.gt/simplificacion/Formularios?categoriaId=25&unidadId=22&tipoId=21,https://tramites.gob.gt/servicio/2994/
2995,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",94. Licencia de registro de importador y/o exportador de semillas certificada,https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1,https://tramites.gob.gt/servicio/2995/
2996,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",205. Registro de escuelas de entrenamiento para animales,http://apps.maga.gob.gt/simplificacion/Formularios/Download/58,https://tramites.gob.gt/servicio/2996/
2997,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",194. Licencia sanitaria de transporte para vehículos que transportan alimentos naturales no procesados de origen animal y vegetal,https://visar.maga.gob.gt/?page_id=13000 Formulario: DI-FO-038,https://tramites.gob.gt/servicio/2997/
2998,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",59. Certificado zoosanitario internacional de exportación,https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1,https://tramites.gob.gt/servicio/2998/
2999,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",158. Certificado de Productos Agroquímicos con fines de explotación,https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1,https://tramites.gob.gt/servicio/2999/
3000,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",54. Licencia sanitaria de transporte de organismos vivos de origen hidrobiológico,https://apps.maga.gob.gt/simplificacion/Formularios?categoriaId=25&unidadId=22&tipoId=21,https://tramites.gob.gt/servicio/3000/
3001,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",95. Permiso de Exportación y/o Reexportación de Semillas,https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1,https://tramites.gob.gt/servicio/3001/
3002,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",189. Carné para apicultores y empresas dedicadas a la producción y comercialización de miel de abeja,https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1,https://tramites.gob.gt/servicio/3002/
3003,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",23. Certificado de exportación de insumos para uso en animales,https://apps.maga.gob.gt/simplificacion/Formularios?categoriaId=25&unidadId=22&tipoId=21,https://tramites.gob.gt/servicio/3003/
3004,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",77. Constancia de inscripción o actualización de criador o propietario de ganado bovino y equino,https://apps.maga.gob.gt/simplificacion/Formularios?categoriaId=25&unidadId=22&tipoId=21,https://tramites.gob.gt/servicio/3004/
3006,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",202. Registro de establecimientos comerciales en los que se vendan animales,http://apps.maga.gob.gt/simplificacion/Formularios/Download/57,https://tramites.gob.gt/servicio/3006/
3007,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",2. Certificado sanitario exportación,https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1,https://tramites.gob.gt/servicio/3007/
3008,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",10. Registro sanitario de funcionamiento de fabricante de medicamentos veterinarios y productos afines,https://apps.maga.gob.gt/simplificacion/Formularios?categoriaId=25&unidadId=22&tipoId=21,https://tramites.gob.gt/servicio/3008/
3009,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",186. Emisión de certificado de libre venta para productos de origen animal y vegetal no procesados,https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1,https://tramites.gob.gt/servicio/3009/
3010,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",96. Permiso de desalmacenaje de semilla,https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1,https://tramites.gob.gt/servicio/3010/
3011,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",63. Certificado de Registro de Operador Orgánico,https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1,https://tramites.gob.gt/servicio/3011/
3012,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",7. Registro sanitario de funcionamiento de elaborador de productos utilizados en alimentación animal,https://apps.maga.gob.gt/simplificacion/Formularios?categoriaId=25&unidadId=22&tipoId=21,https://tramites.gob.gt/servicio/3012/
3013,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",210. Identificación de animales de servicio social o ejemplares de asistencia social,http://apps.maga.gob.gt/simplificacion/Formularios/Download/64,https://tramites.gob.gt/servicio/3013/
3014,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",24. Permiso de importación de insumos para uso en animales medicamentos veterinarios,https://apps.maga.gob.gt/simplificacion/Formularios?categoriaId=25&unidadId=22&tipoId=21,https://tramites.gob.gt/servicio/3014/
3015,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-","139. Registro de Artrópodos, Predadores, Parásitos y Parasitoides",https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1,https://tramites.gob.gt/servicio/3015/
3016,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",208. Autorización de Jornadas de esterilización,https://apps.maga.gob.gt/simplificacion/Formularios?categoriaId=30&unidadId=21&tipoId=21,https://tramites.gob.gt/servicio/3016/
3017,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",64. Renovación de Certificado de Registro de Operador Orgánico,https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1,https://tramites.gob.gt/servicio/3017/
3018,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",97. Licencia de Registro de Productor de Semillas Certificadas,https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1,https://tramites.gob.gt/servicio/3018/
3019,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",25. Permiso de importación de insumos para uso en animales productos utilizados en alimentación animal,https://apps.maga.gob.gt/simplificacion/Formularios?categoriaId=8&unidadId=2&tipoId=1,https://tramites.gob.gt/servicio/3019/
3020,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-","141. Renovación de Registro de Artrópodos, Predadores, Parásitos y Parasitoides",https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1,https://tramites.gob.gt/servicio/3020/
3021,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",207. Habilitación de libros para adiestradores,http://apps.maga.gob.gt/simplificacion/Formularios/Download/65,https://tramites.gob.gt/servicio/3021/
3022,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",98. Inscripción de lotes de producción de semilla,https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1,https://tramites.gob.gt/servicio/3022/
3023,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",65. Certificado de Registro de Operador Orgánico Pecuario,https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1,https://tramites.gob.gt/servicio/3023/
3024,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",26. Permiso de importación de insumos para uso en animales materia prima.,https://apps.maga.gob.gt/simplificacion/Formularios?categoriaId=8&unidadId=2&tipoId=1,https://tramites.gob.gt/servicio/3024/
3025,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",50. Licencia sanitaria de transporte para cueros y subproductos de origen animal para consumo animal,https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1,https://tramites.gob.gt/servicio/3025/
3026,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",234. Certificado de Compra de Cosecha nacional de Arroz en Granza -CCC-,https://apps.maga.gob.gt/simplificacion/Formularios?categoriaId=3&unidadId=1&tipoId=1,https://tramites.gob.gt/servicio/3026/
3027,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",66. Renovación de Certificado de Registro de Operador Orgánico Pecuario,https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1,https://tramites.gob.gt/servicio/3027/
3028,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",67. Certificado de Registro de Organismo de Certificación,https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1,https://tramites.gob.gt/servicio/3028/
3029,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",27. Permiso de importación de insumos para uso en animales muestras para registro.,https://apps.maga.gob.gt/simplificacion/Formularios?categoriaId=8&unidadId=2&tipoId=1,https://tramites.gob.gt/servicio/3029/
3030,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",231. Solicitud de Información disponible al usuario (biblioteca virtual),https://apps.maga.gob.gt/sieagro/Normativas,https://tramites.gob.gt/servicio/3030/
3031,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",68. Renovación de Certificado de Registro de Organismo de Certificación,https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1,https://tramites.gob.gt/servicio/3031/
3033,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",28. Permiso de importación insumos para uso en animales productos experimentales (no comercial),https://apps.maga.gob.gt/simplificacion/Formularios?categoriaId=8&unidadId=2&tipoId=1,https://tramites.gob.gt/servicio/3033/
3034,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",69. Certificado de Registro de Distribuidor de Productos Orgánicos,https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1,https://tramites.gob.gt/servicio/3034/
3035,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",232. Solicitud de información o productos cartográficos,http://www.ign.gob.gt/productos.html,https://tramites.gob.gt/servicio/3035/
3036,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",70. Certificado de Renovación de Registro de Distribuidor de Productos Orgánicos,https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1,https://tramites.gob.gt/servicio/3036/
3037,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",29. Permiso de importación de insumos para uso en animales biológicos para uso en animales,https://apps.maga.gob.gt/simplificacion/Formularios?categoriaId=25&unidadId=22&tipoId=21,https://tramites.gob.gt/servicio/3037/
3040,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",196. Solicitud de Arrendamiento,https://ocret.gob.gt/primera-solicitud/,https://tramites.gob.gt/servicio/3040/
3042,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",72. Certificado de Renovación de Registro de Comercializador de Insumos Agrícolas de Uso Permitido en la Agricultura Orgánica,https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1,https://tramites.gob.gt/servicio/3042/
3043,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",198. Prórroga de Arrendamiento,https://ocret.gob.gt/prorroga/,https://tramites.gob.gt/servicio/3043/
3045,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",197. Cesión de derechos y compraventa de mejoras,https://ocret.gob.gt/cesion-de-derechos/,https://tramites.gob.gt/servicio/3045/
3046,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-",75. Registro de Variedades Vegetales Comerciales,https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1,https://tramites.gob.gt/servicio/3046/
3047,"Ministerio de Agricultura, Ganadería y Alimentación -MAGA-","199. Solicitud sucesión por causa de muerte, adquisición de derechos de arrendamiento",https://ocret.gob.gt/ley-para-la-simplificacion-de-requisitos-y-tramites-administrativos-2/,https://tramites.gob.gt/servicio/3047/
